@RELATION Moviment-Analysis
@ATTRIBUTE	user	{AndersonJose, Francisco, AndersonSantos}
@ATTRIBUTE	joint	{LeftHand, RightHand, LeftFoot, RightFoot}
@ATTRIBUTE	TIME	NUMERIC
@ATTRIBUTE	x	NUMERIC
@ATTRIBUTE	y	NUMERIC
@ATTRIBUTE	z	NUMERIC
@ATTRIBUTE	class	{lento, normal}

@DATA
Normal-16,Head,0,-11.06466,269.4389,-2470.308,Normal
Normal-16,Neck,0,-16.18484,57.93328,-2443.89,Normal
Normal-16,Torso,0,-19.09269,-277.6128,-2363.871,Normal
Normal-16,Waist,0,-7.389338,-322.0337,-2298.546,Normal
Normal-16,LeftShoulder,0,-191.054,-24.87179,-2400.274,Normal
Normal-16,LeftElbow,0,-411.4439,57.13138,-2362.073,Normal
Normal-16,LeftWrist,0,-594.1248,294.0333,-2320.071,Normal
Normal-16,LeftHand,0,-640.8961,382.1959,-2340.795,Normal
Normal-16,RightShoulder,0,157.6522,-57.46724,-2467.902,Normal
Normal-16,RightElbow,0,214.5309,-302.3893,-2391.523,Normal
Normal-16,RightWrist,0,252.3113,-510.1563,-2247.132,Normal
Normal-16,RightHand,0,246.3195,-592.78,-2198.677,Normal
Normal-16,LeftHip,0,-83.10949,-390.6683,-2249.019,Normal
Normal-16,LeftKnee,0,-137.2093,-760.8156,-2169.02,Normal
Normal-16,LeftFoot,0,-172.1668,-1106.491,-1983.172,Normal
Normal-16,RightHip,0,71.19962,-401.3011,-2285.577,Normal
Normal-16,RightKnee,0,82.00303,-754.3954,-2162.612,Normal
Normal-16,RightFoot,0,113.8075,-1090.815,-1933.364,Normal
Normal-16,Head,60,-9.513302,269.9077,-2468.854,Normal
Normal-16,Neck,60,-16.07377,58.7498,-2443.473,Normal
Normal-16,Torso,60,-19.05191,-273.6916,-2364.344,Normal
Normal-16,Waist,60,-7.112573,-317.4335,-2299.355,Normal
Normal-16,LeftShoulder,60,-193.8351,-18.76086,-2401.451,Normal
Normal-16,LeftElbow,60,-412.1432,63.85146,-2364.503,Normal
Normal-16,LeftWrist,60,-570.2659,319.0907,-2339.492,Normal
Normal-16,LeftHand,60,-597.8198,400.5522,-2366.226,Normal
Normal-16,RightShoulder,60,157.3183,-56.24963,-2469.342,Normal
Normal-16,RightElbow,60,212.7367,-302.8377,-2392.162,Normal
Normal-16,RightWrist,60,249.4477,-532.0708,-2234.97,Normal
Normal-16,RightHand,60,245.5932,-602.0382,-2195.209,Normal
Normal-16,LeftHip,60,-82.84447,-386.388,-2248.099,Normal
Normal-16,LeftKnee,60,-137.0072,-759.2869,-2168.389,Normal
Normal-16,LeftFoot,60,-170.8807,-1102.93,-1983.759,Normal
Normal-16,RightHip,60,71.65797,-399.425,-2287.165,Normal
Normal-16,RightKnee,60,87.99664,-753.8463,-2163.686,Normal
Normal-16,RightFoot,60,125.9084,-1088.39,-1935.091,Normal
Normal-16,Head,110,-9.299534,269.8645,-2468.652,Normal
Normal-16,Neck,110,-15.86912,58.77538,-2443.351,Normal
Normal-16,Torso,110,-18.88086,-272.153,-2364.688,Normal
Normal-16,Waist,110,-7.018453,-315.4007,-2299.854,Normal
Normal-16,LeftShoulder,110,-195.3287,-16.59816,-2402.174,Normal
Normal-16,LeftElbow,110,-412.0805,69.30183,-2365.609,Normal
Normal-16,LeftWrist,110,-560.1464,329.5066,-2353.281,Normal
Normal-16,LeftHand,110,-580.4001,413.6033,-2384.382,Normal
Normal-16,RightShoulder,110,157.1608,-55.39302,-2469.679,Normal
Normal-16,RightElbow,110,211.4535,-304.1644,-2392.29,Normal
Normal-16,RightWrist,110,243.0186,-524.3906,-2240.547,Normal
Normal-16,RightHand,110,241.9179,-602.6994,-2195.609,Normal
Normal-16,LeftHip,110,-82.87762,-384.9554,-2247.916,Normal
Normal-16,LeftKnee,110,-136.9161,-758.9767,-2168.238,Normal
Normal-16,LeftFoot,110,-170.4115,-1101.76,-1983.984,Normal
