@RELATION Moviment-Analysis
@ATTRIBUTE	user	{AndersonJose, Francisco, AndersonSantos}
@ATTRIBUTE	joint	{LeftHand, RightHand, LeftFoot, RightFoot}
@ATTRIBUTE	TIME	NUMERIC
@ATTRIBUTE	x	NUMERIC
@ATTRIBUTE	y	NUMERIC
@ATTRIBUTE	z	NUMERIC
@ATTRIBUTE	class	{lento, normal}

@DATA
Normal-14,Head,0,-85.63711,375.3935,-2229.383,Normal
Normal-14,Neck,0,-77.25488,167.2319,-2200.801,Normal
Normal-14,Torso,0,-89.11137,-181.8246,-2130.504,Normal
Normal-14,Waist,0,-82.83115,-230.3955,-2063.846,Normal
Normal-14,LeftShoulder,0,-253.5576,58.24957,-2161.328,Normal
Normal-14,LeftElbow,0,-462.9602,49.10261,-2057.676,Normal
Normal-14,LeftWrist,0,-526.2546,313.4757,-2038.062,Normal
Normal-14,LeftHand,0,-534.2879,382.755,-2048.166,Normal
Normal-14,RightShoulder,0,95.86967,53.01323,-2213.26,Normal
Normal-14,RightElbow,0,148.9691,-215.8033,-2154.49,Normal
Normal-14,RightWrist,0,179.8145,-423.4548,-2026.839,Normal
Normal-14,RightHand,0,171.7289,-492.015,-1979.516,Normal
Normal-14,LeftHip,0,-160.869,-302.2766,-2029.574,Normal
Normal-14,LeftKnee,0,-217.1183,-667.4319,-1951.424,Normal
Normal-14,LeftFoot,0,-265.3871,-1028.207,-1780.176,Normal
Normal-14,RightHip,0,-6.792339,-305.2027,-2041.168,Normal
Normal-14,RightKnee,0,24.82261,-673.3913,-1943.353,Normal
Normal-14,RightFoot,0,68.84843,-1024.56,-1755.699,Normal
Normal-14,Head,30,-85.72912,375.4789,-2229.53,Normal
Normal-14,Neck,30,-77.48248,167.2912,-2200.667,Normal
Normal-14,Torso,30,-89.80563,-181.3286,-2129.234,Normal
Normal-14,Waist,30,-83.70784,-229.6674,-2062.426,Normal
Normal-14,LeftShoulder,30,-254.2977,58.92162,-2161.588,Normal
Normal-14,LeftElbow,30,-466.6006,47.57607,-2066.792,Normal
Normal-14,LeftWrist,40,-530.0419,315.3518,-2052.127,Normal
Normal-14,LeftHand,40,-537.7697,384.8025,-2063.903,Normal
Normal-14,RightShoulder,40,95.59345,53.45603,-2213.064,Normal
Normal-14,RightElbow,40,149.2299,-215.9146,-2154.385,Normal
Normal-14,RightWrist,40,181.5024,-422.5021,-2028.622,Normal
Normal-14,RightHand,40,175.6125,-492.4755,-1983.404,Normal
Normal-14,LeftHip,40,-161.8136,-301.6842,-2028.25,Normal
Normal-14,LeftKnee,40,-218.778,-666.8181,-1950.406,Normal
Normal-14,LeftFoot,40,-267.9334,-1027.532,-1779.391,Normal
Normal-14,RightHip,40,-7.832551,-304.428,-2039.167,Normal
Normal-14,RightKnee,40,23.55329,-673.7186,-1941.743,Normal
Normal-14,RightFoot,40,67.12923,-1024.157,-1754.789,Normal
Normal-14,Head,60,-85.75758,375.4751,-2229.567,Normal
Normal-14,Neck,60,-77.56233,167.4858,-2200.631,Normal
Normal-14,Torso,60,-90.22617,-180.9057,-2128.551,Normal
Normal-14,Waist,60,-84.36092,-229.1581,-2061.653,Normal
Normal-14,LeftShoulder,60,-254.7828,59.22358,-2161.888,Normal
Normal-14,LeftElbow,60,-469.621,47.11684,-2075.852,Normal
Normal-14,LeftWrist,60,-534.0052,313.939,-2066.619,Normal
Normal-14,LeftHand,60,-543.2519,386.1509,-2083.585,Normal
Normal-14,RightShoulder,60,95.18602,53.87762,-2212.613,Normal
Normal-14,RightElbow,60,149.3278,-216.1592,-2154.265,Normal
Normal-14,RightWrist,60,183.1748,-421.8917,-2029.367,Normal
Normal-14,RightHand,60,177.7251,-492.4157,-1984.562,Normal
Normal-14,LeftHip,60,-162.4912,-301.3776,-2027.697,Normal
Normal-14,LeftKnee,60,-219.8191,-665.8806,-1949.402,Normal
Normal-14,LeftFoot,60,-269.6896,-1026.767,-1777.701,Normal
Normal-14,RightHip,60,-8.754684,-303.6377,-2037.909,Normal
Normal-14,RightKnee,60,21.08727,-673.3328,-1939.756,Normal
Normal-14,RightFoot,60,62.85477,-1023.263,-1752.189,Normal
Normal-14,Head,90,-85.7918,375.7339,-2230.018,Normal
Normal-14,Neck,90,-77.66248,167.6624,-2200.601,Normal
Normal-14,Torso,90,-90.94839,-180.2005,-2127.194,Normal
Normal-14,Waist,90,-85.66551,-228.1367,-2060.0,Normal
Normal-14,LeftShoulder,90,-256.3264,59.59544,-2162.859,Normal
Normal-14,LeftElbow,90,-472.8383,46.90441,-2083.543,Normal
Normal-14,LeftWrist,90,-535.3549,304.7188,-2079.744,Normal
Normal-14,LeftHand,90,-545.3,385.516,-2099.628,Normal
Normal-14,RightShoulder,90,94.43322,54.64128,-2211.573,Normal
Normal-14,RightElbow,90,150.051,-216.1143,-2153.698,Normal
Normal-14,RightWrist,90,186.2888,-419.8087,-2030.679,Normal
Normal-14,RightHand,90,180.1462,-491.5427,-1985.358,Normal
Normal-14,LeftHip,90,-163.9729,-300.782,-2026.447,Normal
Normal-14,LeftKnee,90,-221.8201,-664.9039,-1948.436,Normal
Normal-14,LeftFoot,90,-272.8877,-1026.04,-1776.774,Normal
Normal-14,RightHip,90,-10.53521,-302.0728,-2034.835,Normal
